[119905]: 352ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:716 CSpxAudioStreamSession::AddRecognizer
[174873]: 424ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE7A208; name='SPEECH-BufferSizePercentSwitchToLowRate'; value='50'
[696510]: 424ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x000002927FEAD4D0
[696510]: 424ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxSessionEventArgs, h=0x000002927FEAD4D0, p=0x000002927FEAD4D0, tot=1
[174873]: 424ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE7A208; name='SPEECH-BufferSizePercentSwitchToHighRate'; value='9'
[174873]: 425ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:100 [000002927FEAA050] Is VAD Gating = 0, Is RNNT reco engine = 0, Is conversation transcriber = 0, Is async transcriber  = 0, fastLane = 5000 msec (160000 bytes), maxDuration = 66000 msec, highDuration = 33000 msec, lowDuration = 5940 msec, lowRate = 100%, highRate = 200%
[174873]: 425ms SPX_DBG_TRACE_FUNCTION:  audio_buffer.cpp:92 PcmAudioBuffer::NewTurn
[174873]: 425ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:2700 CSpxAudioStreamSession::EnsureInitRecoEngineAdapter
[174873]: 425ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:2704 CSpxAudioStreamSession::EnsureInitRecoEngineAdapter EnsureResetEngineEngineAdapterComplete
[174873]: 425ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:2799 CSpxAudioStreamSession::EnsureResetEngineEngineAdapterComplete
[174873]: 425ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:2729 CSpxAudioStreamSession::InitRecoEngineAdapter
[174873]: 425ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxUspRecoEngineAdapterRetry' as '806006714'
[174873]: 425ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE7A208; name='SPEECH-Region'; value='northeurope'
[174873]: 425ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x000002927FE7A208; name='INTENT-region'; value='northeurope'
[174873]: 425ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:3110 [000002927FE7A120]CSpxAudioStreamSession::StartAudioPump: Starting pump[000002927FE7B670]...
[174873]: 425ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxBufferData' as '705421989'
[174873]: 425ms SPX_TRACE_VERBOSE:  buffer_data.cpp:114 [000002927ED6BB90]CSpxBufferData::EnsureInitRingBuffer - Init
[174873]: 425ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxBlockingReadWriteRingBuffer' as '956428994'
[174873]: 425ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE7A208; name='AudioConfig_NumberOfChannelsForCapture'; value='1'
[174873]: 425ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE7A208; name='AudioConfig_SampleRateForCapture'; value='16000'
[174873]: 425ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE7A208; name='AudioConfig_BitsPerSampleForCapture'; value='16'
[174873]: 425ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxAudioProcessorWriteToAudioSourceBuffer' as '354155511'
[174873]: 425ms SPX_DBG_TRACE_SCOPE_ENTER:  microphone_pump_base.cpp:113 MicrophonePumpBase::StartPump() ...
[174873]: 425ms SPX_DBG_TRACE_VERBOSE:  microphone_pump_base.cpp:125 CSpxMicrophonePumpBase::StartPump starting audio input
[931781]: 426ms SPX_DBG_TRACE_SCOPE_ENTER:  microphone_pump_base.cpp:179 MicrophonePumpBase::UpdateState() ...
[931781]: 426ms SPX_DBG_TRACE_VERBOSE:  microphone_pump_base.cpp:183 CSpxMicrophonePumpBase::UpdateState: UpdateState with state as 0.
[931781]: 426ms SPX_DBG_TRACE_SCOPE_EXIT:  microphone_pump_base.cpp:179 MicrophonePumpBase::UpdateState ... Done!
[696510]: 438ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:1682 DispatchEvent task complete!
[174873]: 446ms SPX_DBG_TRACE_VERBOSE:  microphone_pump_base.cpp:128 CSpxMicrophonePumpBase::StartPump audio input started!
[174873]: 447ms SPX_DBG_TRACE_SCOPE_EXIT:  microphone_pump_base.cpp:113 MicrophonePumpBase::StartPump ... Done!
[174873]: 447ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:3040 CSpxAudioStreamSession::StartAudioPump
[174873]: 447ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:1163 CSpxAudioStreamSession::StartRecognizing
[174873]: 447ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:455 [000002927FE7A120]CSpxAudioStreamSession::SetFormat: format != nullptr
[174873]: 447ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:3425 [000002927FE7A120]CSpxAudioStreamSession::TryChangeState: recoKind/sessionState: 4/1 => 4/2
[174873]: 447ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:460 [000002927FE7A120]CSpxAudioStreamSession::SetFormat: Now ProcessingAudio ...
[174873]: 447ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:3241 CSpxAudioStreamSession::InformAdapterSetFormatStarting
[174873]: 447ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter_retry.cpp:19 CSpxUspRecoEngineAdapterRetry::InitDelegatePtr
[174873]: 447ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter.cpp:48 CSpxUspRecoEngineAdapter::CSpxUspRecoEngineAdapter
[174873]: 447ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:49 CSpxUspRecoEngineAdapter::CSpxUspRecoEngineAdapter: this=0x000002927FE71CF0
[174873]: 447ms SPX_DBG_TRACE_SCOPE_EXIT:  usp_reco_engine_adapter.cpp:48 CSpxUspRecoEngineAdapter::CSpxUspRecoEngineAdapter
[174873]: 447ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxUspRecoEngineAdapter' as '806006714'
[174873]: 447ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter.cpp:62 CSpxUspRecoEngineAdapter::Init
[174873]: 447ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:63 CSpxUspRecoEngineAdapter::Init: this=0x000002927FE71CF0
[174873]: 447ms SPX_DBG_TRACE_SCOPE_EXIT:  usp_reco_engine_adapter.cpp:62 CSpxUspRecoEngineAdapter::Init
[174873]: 447ms SPX_DBG_TRACE_SCOPE_EXIT:  usp_reco_engine_adapter_retry.cpp:19 CSpxUspRecoEngineAdapterRetry::InitDelegatePtr
[174873]: 447ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:111 CSpxUspRecoEngineAdapter::SetAdapterMode: singleShot=0
[174873]: 447ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter.cpp:212 CSpxUspRecoEngineAdapter::SetFormat
[174873]: 447ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:213 CSpxUspRecoEngineAdapter::SetFormat: this=0x000002927FE71CF0
[174873]: 447ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:224 CSpxUspRecoEngineAdapter::SetFormat
  wFormatTag:      PCM
  nChannels:       1
  nSamplesPerSec:  16000
  nAvgBytesPerSec: 32000
  nBlockAlign:     2
  wBitsPerSample:  16
  cbSize:          0
[174873]: 447ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:2837 CSpxUspRecoEngineAdapter::TryChangeState; audioState/uspState: 0/0 => 1/0 USP-START
[174873]: 447ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:246 CSpxUspRecoEngineAdapter::SetFormat: (0x000002927FE71CF0)->PrepareFirstAudioReadyState()
[174873]: 447ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:3005 CSpxUspRecoEngineAdapter::ResetBeforeFirstAudio: this=0x000002927FE71CF0 ... USP-RESET
[174873]: 447ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:2853 CSpxUspRecoEngineAdapter::PrepareCompressionCodec: Prepare compression codec.
[174873]: 447ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='SPEECH-Compression-Codec-Module'; value=''
[174873]: 448ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:2915 CSpxUspRecoEngineAdapter::PrepareFirstAudioReadyState: (0x000002927FE71CF0)->PrepareCompressionCodec() result:        4. Sending the audio uncompressed
[174873]: 448ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='AZAC-SDK-PROGRAMMING-LANGUAGE'; value='C#'
[664323]: 448ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:1106 *** CSpxAudioStreamSession::StartRecognitionAsync kicked-off THREAD stopped ***
[174873]: 448ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='SPEECH-UserDefinedQueryParameters'; value='traffictype=spx'
[174873]: 448ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x000002927FE7A208; name='HttpHeader#User-agent'; value='spx SpeechSDK-C#/1.21.0 Windows Client 8'
[174873]: 448ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:336 CSpxUspRecoEngineAdapter::UspInitialize: this=0x000002927FE71CF0
[941723]: 448ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:175 CSpxHandleTable::StopTracking(h) h=0x000002927FE8A8A0
[174873]: 448ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxUspCallbackWrapper' as '978711522'
[941723]: 448ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:190 CSpxHandleTable::StopTracking(h) class=CSpxAsyncOp<void>, h=0x000002927FE8A8A0, p=0x000002927FE8A8A0, tot=0
[174873]: 448ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='SessionId'; value='0c750ffe679d4dc5a217142bb17bbb15'
[174873]: 448ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1818 CSpxAudioStreamSession::GetScenarioCount: countSpeech=0; countIntent=0; countTranslation=1; countDialog=0, countTranscriber=0, countLanguageId=0
[174873]: 449ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='SPEECH-UserDefinedQueryParameters'; value='traffictype=spx'
[174873]: 449ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:527 CSpxUspRecoEngineAdapter::SetUspEndpoint: Using user provided query parameters: traffictype=spx
[174873]: 449ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:707 CSpxUspRecoEngineAdapter::SetUspEndpointTranslation: Endpoint type: Translation.
[174873]: 449ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='SPEECH-Region'; value='northeurope'
[174873]: 449ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='SPEECH-RecoLanguage'; value='en-US'
[174873]: 449ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='TRANSLATION-ToLanguages'; value='de-DE'
[174873]: 449ms SPX_TRACE_INFO:  usp_reco_engine_adapter.cpp:1044 Unknown SpeechServiceConnection_SingleLanguageIdPriority value  or SpeechServiceConnection_ContinuousLanguageIdPriority value .
[174873]: 449ms SPX_TRACE_INFO:  usp_reco_engine_adapter.cpp:1116 Unknown SpeechServiceConnection_SingleLanguageIdPriority value  or SpeechServiceConnection_ContinuousLanguageIdPriority value .
[174873]: 449ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:608 CSpxUspRecoEngineAdapter::SetUspLanguageIdModeAndPriority: languageIdMode=0, languageIdPriority=0
[174873]: 449ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='SPEECH-RecoMode'; value='CONVERSATION'
[174873]: 449ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:584 CSpxUspRecoEngineAdapter::SetUspRecoMode: recoMode=1
[174873]: 449ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:571 CSpxUspRecoEngineAdapter::SetUspEndpoint: Setting Websocket Polling interval to 10
[174873]: 449ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='SPEECH-SubscriptionKey'; value='******************************a2'
[174873]: 450ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::FindPrefix: this=0x000002927FE71D60; name='User-agent'; value='spx SpeechSDK-C#/1.21.0 Windows Client 8'
[174873]: 450ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='SPEECH-ProxyHostBypass'; value=''
[174873]: 450ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='AZAC-SDK-PROGRAMMING-LANGUAGE'; value='C#'
[174873]: 450ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='AudioConfig_AudioSource'; value='Microphones'
[174873]: 450ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='SPEECH-MicrophoneNiceName'; value='Microphone Array (Realtek High Definition Audio(SST))'
[174873]: 450ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='AudioConfig_SampleRateForCapture'; value='16000'
[174873]: 450ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='AudioConfig_BitsPerSampleForCapture'; value='16'
[174873]: 450ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='AudioConfig_NumberOfChannelsForCapture'; value='1'
[174873]: 450ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxUspConnection' as '792041254'
[174873]: 451ms SPX_TRACE_INFO:  usp_connection.cpp:460 Microsoft::CognitiveServices::Speech::USP::CSpxUspConnection::Connect: entering...
[174873]: 451ms SPX_TRACE_INFO:  usp_connection.cpp:477 Adding subscription key headers
[174873]: 451ms SPX_TRACE_INFO:  usp_connection.cpp:512 Set a user defined HTTP header 'User-agent':'spx SpeechSDK-C#/1.21.0 Windows Client 8'
[174873]: 451ms SPX_TRACE_INFO:  usp_connection.cpp:527 connectionUrl=wss://northeurope.s2s.speech.microsoft.com/speech/translation/cognitiveservices/v1?from=en-US&to=de-DE&traffictype=spx
[174873]: 451ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxTelemetry' as '151041793'
[174873]: 452ms SPX_DBG_TRACE_SCOPE_ENTER:  web_socket.cpp:284 CSpxWebSocket::CSpxWebSocket
[174873]: 452ms SPX_DBG_TRACE_SCOPE_EXIT:  web_socket.cpp:284 CSpxWebSocket::CSpxWebSocket
[174873]: 452ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxWebSocket' as '482598724'
[174873]: 452ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x000002927FE7A208; name='SPEECH-ConnectionUrl'; value='wss://northeurope.s2s.speech.microsoft.com/speech/translation/cognitiveservices/v1?from=en-US&to=de-DE&traffictype=spx'
[174873]: 452ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1164 speech.config {"context":{"system":{"version":"1.21.0","name":"SpeechSDK","build":"Windows-x64","lang":"C#"},"os":{"name":"Client","version":"8","platform":"Windows"},"audio":{"source":{"type":"Microphones","model":"Microphone Array (Realtek High Definition Audio(SST))","samplerate":"16000","bitspersample":"16","channelcount":"1"}}}}
[174873]: 452ms SPX_TRACE_INFO:  usp_connection.cpp:761 Create requestId  for messageType 0
[174873]: 452ms SPX_DBG_TRACE_SCOPE_EXIT:  usp_reco_engine_adapter.cpp:212 CSpxUspRecoEngineAdapter::SetFormat
[174873]: 452ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:3241 CSpxAudioStreamSession::InformAdapterSetFormatStarting
[174873]: 452ms SPX_TRACE_INFO:  web_socket.cpp:952 CSpxWebSocket::DoWork: open transport.
[174873]: 452ms SPX_TRACE_INFO:  web_socket.cpp:646 Start to open websocket. WebSocket: 0x7fefee00, wsio handle: 0x7fe778e0
[931781]: 545ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxBufferProperties' as '809583448'
[931781]: 545ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxReadWriteRingBuffer' as '956428994'
[931781]: 545ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxReadWriteRingBuffer' as '956428994'
[931781]: 545ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-05-27T11:43:47.7218132Z, size:3200.
[931781]: 545ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 0 bytes (0 msec)
[931781]: 545ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [000002927FEAA050] m_bytesTransited = 3200, unacknowledgedAudioDuration = 0 msec, packetAudioDelay = 0 msec
[174873]: 623ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:2837 CSpxUspRecoEngineAdapter::TryChangeState; audioState/uspState: 1/0 => 2/1000 
[174873]: 623ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:276 CSpxUspRecoEngineAdapter::ProcessAudio: (0x000002927FE71CF0)->PrepareUspAudioStream() ... size=3200
[174873]: 624ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE71D60; name='TRANSLATION-ToLanguages'; value='de-DE'
[174873]: 624ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1251 speech.context='{"translationcontext":{"to":["de-DE"]},"audio":{"streams":{"1":null}}}'
[174873]: 624ms SPX_TRACE_INFO:  usp_connection.cpp:608 RequestId: '3cf66df909114695a9f5e9bc72c103b3'
[174873]: 624ms SPX_TRACE_INFO:  usp_connection.cpp:761 Create requestId 3cf66df909114695a9f5e9bc72c103b3 for messageType 1
[174873]: 624ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 44)
[174873]: 624ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:174, Write 44 bytes audio data.
[174873]: 624ms SPX_TRACE_INFO:  usp_connection.cpp:798 The current speech request id is 3cf66df909114695a9f5e9bc72c103b3
[174873]: 624ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[174873]: 624ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:174, Write 3200 bytes audio data.
[174873]: 624ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:280 CSpxUspRecoEngineAdapter::ProcessAudio: site->AdapterStartingTurn()
[174873]: 624ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:1867 CSpxAudioStreamSession::AdapterStartingTurn
[174873]: 624ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [000002927FE7A120]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[931781]: 646ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-05-27T11:43:47.8223091Z, size:3200.
[931781]: 646ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 3200 bytes (100 msec)
[931781]: 646ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [000002927FEAA050] m_bytesTransited = 6400, unacknowledgedAudioDuration = 100 msec, packetAudioDelay = 0 msec
[174873]: 646ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x000002927FE71CF0) Sending Audio ... size=3200
[174873]: 646ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[174873]: 646ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:195, Write 3200 bytes audio data.
[174873]: 646ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [000002927FE7A120]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[931781]: 746ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-05-27T11:43:47.9225414Z, size:3200.
[931781]: 746ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 6400 bytes (200 msec)
[931781]: 746ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [000002927FEAA050] m_bytesTransited = 9600, unacknowledgedAudioDuration = 200 msec, packetAudioDelay = 0 msec
